DATE,PREP,MAXW,AVGW,MINH,AVGH,AVGP,AVGT,MINT,Occurrence
2014-06-19,0,6.3,3.5,61,79.3,996,22.5,20.8,0
2014-06-20,1.5,3.5,1.6,48,76.5,997.9,24.2,20.7,0
2014-06-21,8.5,5.4,2.7,51,80.9,998,23.1,19.8,0
2014-06-22,0.4,4.6,1.8,52,74.4,997,23.7,20.2,0
2014-06-23,24.5,6.5,1.4,74,91.4,996.2,21,19.4,0
2014-06-24,0,5.6,2.4,50,74.6,996.4,22.9,19.4,0
2014-06-25,0,4.8,2.3,50,74.1,998.4,23.8,20.2,0
2014-06-26,0,4.8,2.4,46,68,997.4,24.4,20.2,0
2014-06-27,0,6.1,2.8,47,74.8,995.1,24.1,20.6,0
2014-06-28,0,8.3,3.8,44,71.6,992.8,23.8,21.3,0
2014-06-29,0,4.8,2.1,46,70.3,995.1,24.1,20.9,0
2014-06-30,0,5.4,2.7,48,68,998.4,25.3,21.2,0
2014-07-01,0,4.4,2.1,44,67.8,999.8,26,21.1,0
2014-07-02,20.5,5.7,2.5,50,77.3,997.1,25.7,22.1,0
2014-07-03,2,4.9,2.8,72,85.5,992,22.6,21.4,0
2014-07-04,0,4.5,2.4,36,62.1,996.5,26.8,21.6,0
2014-07-05,0,3.8,2.1,56,70.4,1000,25.7,22.3,0
2014-07-06,0,4.6,2.1,44,65.8,996.5,25.7,23,0
2014-07-07,0,5,2.3,27,61.4,995.6,27.1,20.8,1
2014-07-08,0.2,4.5,1.9,60,73,996.7,25.9,23.7,0
2014-07-09,0.5,5.5,2.2,58,78.3,992.3,27.6,25.6,1
2014-07-10,0,5.3,2.9,30,57.9,986,28.9,24.6,1
2014-07-11,0,8,4,30,63.4,990.5,27.1,23,0
2014-07-12,0,5.2,3.2,53,74.3,993.8,25.3,22.9,0
2014-07-13,0,6.5,3.3,50,73.4,993.2,25.4,23,0
2014-07-14,0,5.2,3.3,48,70.8,997.9,26.4,22.8,0
2014-07-15,0,6.1,2.4,41,69.4,999.9,26.8,23.9,0
2014-07-16,0,5.7,2.7,42,68.4,1000,26.6,23.5,0
2014-07-17,0.2,6.4,3.1,53,75.9,1001.2,25.9,23.6,0
2014-07-18,1.5,5.5,2.6,57,80.5,1001.5,26.1,22.6,0
2014-07-19,0,4.8,2.4,59,79.8,1002.3,27,24.7,0
2014-07-20,0,5.6,2.6,51,75.8,1001.1,27.9,24.6,1
2014-07-21,0,5.3,3,52,73.9,998.7,27.3,24.4,0
2014-07-22,16.5,6.8,4.4,69,83.9,996.6,25.9,24.6,0
2014-07-23,55,6.4,3.2,63,90,995.4,23.6,21.7,0
2014-07-24,48,3.6,2,70,92.8,997.1,21.9,19.1,0
2014-07-25,59.5,8.1,2.9,51,81.9,994.2,27.5,22.1,1
2014-07-26,2.5,10.8,6.4,66,86.1,996.9,22.6,20.8,0
2014-07-27,0,4.6,1.9,45,75,1000.6,25,21.4,0
2014-07-28,0,5.2,1.9,40,71.6,998.8,26.6,21.6,0
2014-07-29,0,4.5,2.5,47,68.4,999.5,26.5,23.4,0
2014-07-30,0,5.6,2.2,51,70.6,1000.6,28.6,25,1
2014-07-31,1.5,5.1,2.1,53,75.9,1000.2,28.6,25.8,1
2014-08-01,0,3.7,2.6,40,63.4,997.7,30.2,24.7,1
2014-08-02,0,6.3,3.9,46,55,992.4,31.4,28.7,1
2014-08-03,13,7,4.2,55,87.6,987.2,26.5,24.1,0
2014-08-04,6.5,4.7,2.1,74,93,989.3,26.4,24.7,0
2014-08-05,0,4.8,3.2,71,87.5,994.2,26.6,25,0
2014-08-06,10.5,4.9,2.2,76,92.4,996.1,24.4,22.5,0
2014-08-07,0.2,3.3,1.5,75,91.1,996.8,24.7,22.6,0
2014-08-08,0,6.9,3.8,46,62.3,998.3,26.1,21.9,0
2014-08-09,0,7.3,4.6,32,48.4,996.3,26.5,22.3,0
2014-08-10,42.5,9.3,2.6,55,79.4,991.1,23.4,19.6,0
2014-08-11,0,5.2,2.2,54,78.4,992.2,23.7,18.3,0
2014-08-12,0,4.9,2.7,53,77.8,994.7,25.8,22.3,0
2014-08-13,0,4.6,2.1,58,75.3,998.9,24.2,22.5,0
2014-08-14,0.5,3.8,2,69,78.6,999.5,22.3,21.4,0
2014-08-15,0,4.5,1.7,55,72.9,998.8,24.9,20.9,0
2014-08-16,0,5.1,1.8,50,73.9,1000.1,26.1,22.2,0
2014-08-17,3,4.2,1.9,72,81.1,1002.4,24,22.9,0
2014-08-18,11.5,5,3.1,73,90,999.5,22.3,20.9,0
2014-08-19,4.5,3.5,1.5,76,96.6,1000.2,22.3,20.4,0
2014-08-20,0.5,2.5,1.1,64,86,1000.6,24.8,22.4,0
2014-08-21,46.5,5.2,2.4,80,96.5,997,23.1,21.8,0
2014-08-22,15,5.9,3.1,62,83.4,1000.5,24.7,21.8,0
2014-08-23,0.5,4.4,2.7,52,79.5,1000.1,25.2,22.8,0
2014-08-24,0.1,4.5,1.3,47,75.5,998.8,25.6,20.7,0
2014-08-25,0,4.8,3,61,71.8,997.4,25.9,24.1,0
2014-08-26,11.5,4.8,2.5,53,71.4,1001.2,25.4,21.6,0
2014-08-27,0,4,2.8,53,66.8,1005.3,24.6,21.1,0
2014-08-28,0,4.6,2.2,41,65.3,1006.3,25.1,19.8,0
2014-08-29,6.5,5,1.8,48,71.9,1005.2,25.2,21,0
2014-08-30,0,4.3,1.9,37,71.6,1004.6,24.6,19.9,0
2014-08-31,0,3,1.4,46,68.6,1003.6,24.1,20.7,0
2014-09-01,1.5,5.1,1.5,49,72.5,1003.9,24.1,20.4,0
2014-09-02,6,5.6,2.5,52,73.6,1001.9,23.1,19.3,0
2014-09-03,57.5,7.1,3.4,92,99.8,993.1,19.1,17.4,0
2014-09-04,0,5.8,2.5,52,79.4,998.3,22.4,18,0
2014-09-05,0,5.4,2.1,45,76,1002.7,23.8,20,0
2014-09-06,0,4.3,1.8,39,66.9,1002.1,25.2,20.3,0
2014-09-07,0,4.5,1.6,43,72.1,998.9,25.3,19.8,0
2014-09-08,0,5,2.5,42,75,997,24.8,20.6,0
2014-09-09,0,4.8,2.1,36,66.5,997.9,23.3,19.9,0
2014-09-10,0,4.1,1.5,33,60.6,1000.6,22.4,16.7,0
2014-09-11,0,3.6,1.8,40,61.1,1003,23.3,17.5,0
2014-09-12,0.1,4.9,2.1,51,74.9,1003.6,21.3,18.6,0
2014-09-13,0,4.1,2.3,39,60.9,1004.9,23.1,18.6,0
2014-09-14,0,4.5,2.3,39,60.6,1005.4,23,18.2,0
2014-09-15,0,4.2,2.2,35,64.9,1003.5,23.1,20.6,0
2014-09-16,0,4.9,2.1,28,43.8,1005.5,21.3,15.8,0
2014-09-17,0,3.2,1.5,38,52.3,1006.3,20.2,17.6,0
2014-09-18,0,4.1,2,32,56.5,1007.6,20.6,16.2,0
2014-09-19,0,4.5,1.7,26,55,1004.5,21.4,14.9,0
2014-09-20,0,3.9,2,22,52.5,1004.1,21.6,15.4,0
2014-09-21,0,3.2,1.4,39,61.6,1007.1,20.2,17.5,0
2014-09-22,0,3.4,2,31,57.5,1008.7,21.4,15,0
2014-09-23,0,3.7,2.5,28,52.1,1007,23,18.1,0
2014-09-24,6.5,6.3,2.6,51,77.9,999.7,20.3,18,0
2014-09-25,0,3.7,1.7,40,66.9,1003.2,22.2,17.7,0
2014-09-26,0,4.6,2.6,60,78.1,1006.3,21,18.6,0
2014-09-27,0,5.7,2.6,57,79,1006.7,21.4,18.3,0
2014-09-28,0.5,3,1.1,63,85.5,1005.8,21.7,19.2,0
2014-09-29,16,2.7,1.3,94,99,1003.7,19.4,17.7,0
2014-09-30,0,5.1,3.1,51,72.5,1006.9,18.9,15.4,0
2015-05-01,0,5.6,2.5,41,58.8,1003.3,21,15.9,0
2015-05-02,0.5,4.9,2.1,39,64.4,1001.7,20.7,15.8,0
2015-05-03,3.5,4.2,2.1,82,90.4,997.2,18.3,17.1,0
2015-05-04,0,7.9,4.2,13,45.9,998.9,16.1,12.5,0
2015-05-05,0,6.4,3.4,16,37.9,1001.3,14.2,8.3,0
2015-05-06,0,5.2,2.4,16,36.3,1001.6,15.4,9.8,0
2015-05-07,0,8,2.6,15,35.6,1002.3,16.5,10.6,0
2015-05-08,0,5.7,2.5,43,64.3,1002.8,16.7,11.7,0
2015-05-09,0,5.3,3,33,55,1002.7,17.6,12.6,0
2015-05-10,0,4.8,2.3,16,39.6,1006.7,19.1,13.5,0
2015-05-11,14,6,3,33,62.1,999.2,18.4,14.4,0
2015-05-12,9.5,11.1,6.4,49,75.9,989.6,13.3,10.3,0
2015-05-13,0,10,5.3,44,56.9,993.6,17.4,11.8,0
2015-05-14,0,6.5,3.3,44,63.8,996.7,20.4,15.3,0
2015-05-15,0,4.6,2.7,46,71,998.7,19.1,16.3,0
2015-05-16,0,6.5,3,16,41.3,1000.1,18,11.6,0
2015-05-17,0,5.1,2.2,12,40.4,1000.5,18.6,11.7,0
2015-05-18,0,7.6,3.2,30,53.9,994.9,17.7,13.7,0
2015-05-19,1,5.9,3.6,82,88.9,996,14.8,13,0
2015-05-20,0,5.6,3.1,32,60,998.5,16.3,10.6,0
2015-05-21,0,7.2,3.7,23,50.1,1003.2,18.7,12.6,0
2015-05-22,0,6.7,2.9,23,45.3,1003.6,20,13.7,0
2015-05-23,0,6.1,2.5,16,38.5,1001,20.6,13.6,0
2015-05-24,0,5.4,2.4,16,37.3,998.5,21,14,0
2015-05-25,0,5.6,2.7,26,53.1,998.9,20.8,14.4,0
2015-05-26,0,6.3,2.7,17,48.9,1001.4,21.5,14.1,0
2015-05-27,0,4.7,2,13,32.9,1000,23.2,14.4,0
2015-05-28,0,6.6,2.2,15,27.1,998.7,24.3,16.7,0
2015-05-29,0,5.5,2.5,22,36.8,997.2,23.8,18.5,0
2015-05-30,0.4,4.8,2.9,50,71,995.3,19.8,17,0
2015-05-31,0,5.5,2.2,18,52.8,998,22.1,15.3,0
2015-06-01,0,6.8,2.6,22,44.6,1000,21.7,15.8,0
2015-06-02,0,6.3,2.7,25,46.9,997.9,23.1,18.1,0
2015-06-03,0,7.5,3.8,13,33.3,997.4,23.3,17.1,0
2015-06-04,0,6.6,2.6,15,28.9,999.4,24.2,17.1,0
2015-06-05,1,5,1.7,27,58.8,996.8,19.1,17.5,0
2015-06-06,0,5.2,2.3,29,50.4,1001.9,22.4,16.4,0
2015-06-07,0,7.6,2.3,24,46.8,1003.1,23.4,18.7,0
2015-06-08,0,5.5,2.3,33,54.9,997.5,22.4,18.2,0
2015-06-09,0,6.1,2.9,37,66.3,997.1,22.2,18.8,0
2015-06-10,0,5.7,2.2,19,54.3,997.5,25.3,17.6,1
2015-06-11,7.5,5.4,2.8,25,59.6,991.9,24.6,20.7,0
2015-06-12,0.5,7.8,3.8,32,63.1,993.3,23.6,19.4,0
2015-06-13,0.5,6.1,3.2,42,61.9,994.9,24.7,20.1,0
2015-06-14,15.5,7.3,2.7,44,70.3,997.5,22.8,17.8,0
2015-06-15,0,6,2.2,37,65.6,997.1,24.2,19.6,0
2015-06-16,0,5.4,2.4,43,65.9,995.1,25,20,0
2015-06-17,9.5,6.7,2.6,38,72.8,994.5,23.4,20.2,0
2015-06-18,3,5.1,2.7,32,59.4,995.9,24.8,19.6,0
2015-06-19,0,5.2,2.9,39,57.8,998.2,24.5,20,0
2015-06-20,44.5,5.3,1.8,73,91,999.1,19.6,17,0
2015-06-21,0,5.1,2,35,69.1,999.9,22.4,15.6,0
2015-06-22,0,5.6,2.4,43,60.4,999.9,24,19.4,0
2015-06-23,0,5,2.3,38,64.1,1000.6,24.7,19.7,0
2015-06-24,0,5.7,2.5,39,58.3,998.6,25.7,21.1,0
2015-06-25,2,3.6,2.1,45,65.1,993.4,24.8,21,0
2015-06-26,12.5,5.6,3.3,51,75.8,988.4,21,18,0
2015-06-27,0,4.5,2.2,34,55.3,996.1,25.2,19.2,0
2015-06-28,0,6.1,2.6,41,61.8,999.3,25.4,21,0
2015-06-29,0,5.4,2.8,42,61.8,996.8,25.7,21.2,0
2015-06-30,2.5,4.8,1.7,45,70,988.7,24.4,21.9,0
2015-07-01,0.5,7.6,3.8,38,66.3,985.8,23.7,21,0
2015-07-02,0,6.9,4,28,64.5,991.2,23.7,20.4,0
2015-07-03,0,7,3,32,62.6,995.4,23.3,19.2,0
2015-07-04,0,4.9,2.2,29,55.8,999.1,24.1,18.2,0
2015-07-05,0,4.9,2.3,38,57.4,1000.9,24.2,20.1,0
2015-07-06,0,5.3,2.2,30,54.3,1001.1,25.3,20.2,0
2015-07-07,0,4.4,2,34,52.1,1000.1,25.6,21.4,0
2015-07-08,0.5,6.2,4,47,69.8,1001.6,23.4,20.7,0
2015-07-09,0,4.9,2.9,43,61.3,1004.2,26.5,22.1,0
2015-07-10,0,3.4,1.9,39,60.9,1002.9,29.2,23.6,1
2015-07-11,0,4.8,2.1,40,60.3,999,30.4,25.7,1
2015-07-12,29,5.8,4,71,94.1,986,24.8,24,0
2015-07-13,10,8,5.2,76,90.8,983.3,23.1,21.4,0
2015-07-14,0,6.4,3.5,47,72.4,993.3,26.1,22.5,0
2015-07-15,0,7.1,2.9,35,58.8,996.4,27.9,22.7,1
2015-07-16,0,6.7,5,38,51.3,997.4,24.7,20.6,0
2015-07-17,0,5.8,3.6,37,49.8,996.5,23.6,18.4,0
2015-07-18,0.5,4.6,2.2,44,63.5,999.2,24.3,22.3,0
2015-07-19,5,3.6,1.8,51,77.4,1000.9,25.1,21.3,0
2015-07-20,0,3.6,2.4,54,71.4,998.9,27.5,24.4,0
2015-07-21,11,3.4,1.6,67,81.6,996.7,27,24.6,0
2015-07-22,1,4.8,1.8,60,76.9,996,27.7,25.3,0
2015-07-23,16,6.2,2.1,55,81,996.7,26.9,24.9,0
2015-07-24,26.5,5.8,2,90,96.9,994.8,24.7,22.6,0
2015-07-25,80,6.4,3.2,83,95.1,995.7,25,24.4,0
2015-07-26,40.5,5.2,2.6,62,85.5,998,26,23.5,0
2015-07-27,1.5,4.5,2.3,65,86,998.2,26.2,24.4,0
2015-07-28,0,5.4,2.7,52,74.4,997.9,27.7,24.6,0
2015-07-29,4,5.7,2.6,72,82.9,996.4,26.7,24.8,0
2015-07-30,0,7,3.5,54,76.4,998,28.6,25.5,1
2015-07-31,0,6.3,2.7,51,74.3,999.1,27.9,26.2,0
2015-08-01,0,6.4,3.1,59,72.8,999.6,28.2,26,0
2015-08-02,16.5,7.3,2.7,58,84.3,999.8,26.5,24.1,0
2015-08-03,0,7.2,3.8,60,71.5,998.6,27.9,25.6,0
2015-08-04,0,7.8,4.5,62,73.3,996.7,27.5,25.4,0
2015-08-05,0.1,7.8,3.7,45,67,998.1,28.6,25.9,0
2015-08-06,0,4.3,2,42,64.5,1001.9,29.3,24.5,1
2015-08-07,11,4.4,1.4,45,71.3,1004.8,28.9,26,1
2015-08-08,7.5,8.1,2.1,49,79.1,1003.5,26.6,24.3,1
2015-08-09,0,4.9,2.1,49,74.4,1001.1,26.7,23.3,0
2015-08-10,0,4.9,2.3,45,72.1,999.6,27,23.9,0
2015-08-11,0,5.9,2.1,47,73.6,997.5,26.8,24.5,0
2015-08-12,0,4.8,2,35,67.5,994.6,27.3,22.1,0
2015-08-13,0,5.4,1.9,40,68.6,994.8,26.5,23.9,0
2015-08-14,0,5,2.4,38,66.4,995.8,26.9,22.7,0
2015-08-15,0.1,4.1,1.9,50,70.4,998.1,27.1,23.1,0
2015-08-16,29,4.7,2,51,74.9,997.6,25.8,20.7,0
2015-08-17,0,4.1,2.2,35,61.5,998.4,26.6,19.8,0
2015-08-18,0,4.4,2.5,33,59.9,1002.4,27.9,24.1,0
2015-08-19,0,3.7,1.8,54,70.3,1003,26.8,24.2,0
2015-08-20,0.4,5.5,1.7,58,75.5,999.2,25.4,24.2,0
2015-08-21,2.5,4.2,2,53,78.3,994.7,25.2,23,0
2015-08-22,0,4.3,2.5,43,69.8,995.4,25.5,23.4,0
2015-08-23,0,3.4,1.7,40,65.5,997,26.3,20.9,0
2015-08-24,0,7.7,3.8,48,60.6,997.3,26.3,23.3,0
2015-08-25,5.5,5.3,3.2,57,76.4,992.7,21.7,19.2,0
2015-08-26,0,6.2,2.9,50,68.4,995.6,21.9,18.9,0
2015-08-27,0,5.2,3.1,29,61.1,996.9,24.7,21.2,0
2015-08-28,0.3,4.3,1.7,46,69.4,998.3,23.2,19,0
2015-08-29,0,4.6,1.7,32,65.8,999,24.4,19,0
2015-08-30,0,5.3,1.6,35,65.9,1000.7,24.9,19.9,0
2015-08-31,0,4.6,1.9,37,62.9,1001.7,25.9,21,0
2015-09-01,0,5.3,3.4,41,59.4,1000.4,25.9,22.6,0
2015-09-02,0.5,6.7,2.1,58,72.8,1001.7,23.9,22,0
2015-09-03,18,5.3,2.3,48,75.1,1001,23.9,19.8,0
2015-09-04,0,5,2.2,36,68.5,1001.9,24.8,20.6,0
2015-09-05,5,5.9,2.1,72,79.8,999.1,21.9,19.4,0
2015-09-06,0,6.3,3.7,47,60.4,997.9,22.2,19.3,0
2015-09-07,0,4.5,2.4,34,52.9,1002.8,22.6,16.8,0
2015-09-08,0,5,3.2,22,43.6,1006.1,22.7,16.2,0
2015-09-09,0,5.9,2.9,28,42.9,1006.5,22.4,15.3,0
2015-09-10,0,5.3,2.4,41,62.3,1004,22.4,17,0
2015-09-11,2.5,4.4,2.1,56,76.4,1000.2,21,16.8,0
2015-09-12,0,4.8,1.9,29,60.4,999.8,19.2,15.5,0
2015-09-13,0,4.9,2.6,27,54.1,1006.7,20.2,15.2,0
2015-09-14,0,3.8,1.6,36,61.1,1011.3,22.1,16.4,0
2015-09-15,0,3.8,2.2,27,48.5,1010.4,22.8,17.4,0
2015-09-16,0,4.4,2.5,31,45.5,1008,21.6,16,0
2015-09-17,0,5.1,3.1,28,46.4,1007.1,21.4,15.5,0
2015-09-18,0,5.1,2.4,31,52.1,1006.6,21.9,15.9,0
2015-09-19,0,5.4,2.4,30,58.3,1003.6,22.3,17,0
2015-09-20,0,4.6,2,39,69,1002.3,22.1,17.9,0
2015-09-21,0,4,1.5,28,62.1,1004.3,22.6,16.5,0
2015-09-22,0,3.6,1.8,25,48.4,1005.3,23.9,18,0
2015-09-23,0,3.2,1.7,42,57.9,1000.9,22,19,0
2015-09-24,0,4.3,1.9,28,56.4,997.6,23.4,17.5,0
2015-09-25,0,4.9,2.5,34,56.5,997.6,23.4,19,0
2015-09-26,0,4.3,1.8,28,54.5,1001.2,22.4,17.9,0
2015-09-27,0,4.2,1.9,15,39.4,1004.9,21.9,14.2,0
2015-09-28,0,4.8,1.6,20,39.6,1009.4,21.4,15.5,0
2015-09-29,0,4.8,2.3,21,36.6,1013.5,22.1,15.9,0
2015-09-30,0,4.6,2.6,30,45.3,1010.9,21.3,19.4,0
2016-05-01,0,5.2,2.2,16,40.5,1003.5,18.8,12.2,0
2016-05-02,16.5,4.6,2.2,33,64.5,1001.1,21.1,16.5,0
2016-05-03,27,8.7,4.9,72,86.1,984.5,12.9,8.9,0
2016-05-04,0,8.5,5.1,28,46.6,993.6,15.7,10.2,0
2016-05-05,7.5,4,1.7,17,50.8,1002.5,18.9,10.2,0
2016-05-06,9.5,4.7,2,69,89.3,996.8,16.3,13,0
2016-05-07,0,5.7,2.6,29,60.3,1004,16.5,10.7,0
2016-05-08,0,5.4,2.1,23,44.8,1005.8,19.4,11.6,0
2016-05-09,0,5.2,2,22,43,1000.6,20.2,16.3,0
2016-05-10,13.5,5,2.3,54,82.4,997,14.5,12.5,0
2016-05-11,0,5.3,2,35,60.9,999.4,16.4,10.4,0
2016-05-12,0,5.6,2.7,36,62.4,1002.9,17.8,12.1,0
2016-05-13,0.5,4.8,2.1,29,57,1009.4,18.6,12.7,0
2016-05-14,0,5.6,2.3,21,47.1,1010.9,20.2,15.1,0
2016-05-15,45,6.2,2.7,38,73.9,999.4,17.4,12.3,0
2016-05-16,2.5,6.1,3.2,24,57,999.7,15.9,10.8,0
2016-05-17,0,3.9,1.9,21,48.8,1005.7,19.3,10.9,0
2016-05-18,0,4.6,1.9,16,40.3,1008,22.3,13.5,0
2016-05-19,0,4.5,1.6,14,36.4,1007.2,24.3,16.3,0
2016-05-20,0,4.3,1.8,10,32,1007.2,24,16.8,0
2016-05-21,0,3.5,2,12,23.8,1007.9,24.1,17.8,0
2016-05-22,0,3.6,1.9,17,35,1006,24.7,17.6,0
2016-05-23,0,4.8,2.1,25,43,1002.2,23.3,18.3,0
2016-05-24,38.5,6,2.6,46,82.6,996.9,16.8,15.4,0
2016-05-25,0,4.7,2.7,46,67.9,999.8,19.7,15.3,0
2016-05-26,0,4.3,1.8,52,72,1000.5,19.4,17.5,0
2016-05-27,0,3.8,1.7,28,61.3,1001.3,20.9,14.8,0
2016-05-28,0,4.5,2.1,36,56.1,997.9,21.7,17.2,0
2016-05-29,0,5.2,2.3,34,56.1,994.8,21.5,17.2,0
2016-05-30,0,6,2.4,26,57.3,996.9,22.1,16.9,0
2016-05-31,0,5.3,2.5,39,63.6,997.4,21.6,17.4,0
2016-06-01,0,4.6,2.1,23,45.8,997.4,23.3,17.1,0
2016-06-02,0,4.6,2.4,25,38.3,1000,23.2,17.2,0
2016-06-03,0,4.8,2.2,29,48.1,1000.9,22.2,17.6,0
2016-06-04,0,4,1.6,35,51.8,999.1,21.2,18.2,0
2016-06-05,0,4.4,1.7,21,47.3,1000.5,24.7,17.3,0
2016-06-06,0,3.8,2.3,31,49.1,1002.4,23.3,20.8,0
2016-06-07,0.1,4.6,1.7,50,69.5,1000.3,21.7,19.6,0
2016-06-08,0,4.7,2.3,43,65.9,999.7,22.1,18.2,0
2016-06-09,0,4.8,2,31,59.5,1000.9,24.1,17.8,0
2016-06-10,0,5.5,2.2,36,60.9,1001.6,24.6,20.2,0
2016-06-11,3,3.9,1.7,54,74.3,1000.1,23.5,20.9,0
2016-06-12,1.5,4,2.1,60,79.4,995.6,23.5,19.9,0
2016-06-13,0,5,2.4,45,70.5,992.2,23.5,19.4,0
2016-06-14,0,5.2,2.1,44,62.5,992.9,23.8,19.7,0
2016-06-15,15.5,5.3,2.7,58,81.8,990.5,20.9,17.4,0
2016-06-16,0,5.5,2.8,51,73.5,990.3,20.9,18.6,0
2016-06-17,0,5.1,2.5,42,63.1,998,23.8,18.6,0
2016-06-18,0,6,1.8,39,58,1001.3,24.5,20.1,0
2016-06-19,0,5.3,1.9,46,64.5,998.1,24.1,20.3,0
2016-06-20,0,3.6,1.7,40,66,996.7,24.7,19.6,0
2016-06-21,0,4.3,1.7,36,60.1,996.8,26,21,0
2016-06-22,30.5,6.8,2,48,75.1,995.5,24.3,20.9,0
2016-06-23,0.1,6.3,2.1,51,71,995.9,24.7,19.6,0
2016-06-24,3.5,5.3,2,56,75.8,989.7,23.1,21.1,0
2016-06-25,0,5.9,2.8,43,63.1,993.1,22.8,19.2,0
2016-06-26,0,5.2,2.7,27,58.4,998.7,24.4,19.4,0
2016-06-27,0,4.3,1.6,30,55.5,999.8,24.4,19.9,0
2016-06-28,0,4.4,1.8,34,61.1,1000.5,24.7,20.4,0
2016-06-29,0,4.7,2.2,40,58,1000.3,25.3,20.9,0
2016-06-30,0.2,5,2.8,65,78.1,999.8,24.6,23,0
2016-07-01,108.5,4.8,2.3,69,86.5,994.5,24,22,0
2016-07-02,4,4.1,2.4,56,81.4,994.9,23.5,20.6,0
2016-07-03,0,3.3,1.6,50,70.4,999.5,23.5,21.1,0
2016-07-04,29.5,5.8,3,66,85.1,999.4,21.8,20.2,0
2016-07-05,100.5,5.6,2.8,88,93.6,999.6,23.1,20.2,0
2016-07-06,0,3.7,1.9,55,74,1003.9,22.9,20.3,0
2016-07-07,0,3.5,1.3,53,71.6,1004.4,24,20.1,0
2016-07-08,0,4.1,1.8,40,66.5,999.9,27.3,21.2,0
2016-07-09,0,4.8,2,38,64.8,996.4,27.7,23.2,0
2016-07-10,0,3.8,1.8,44,64.4,994.7,27.9,23.2,1
2016-07-11,0,4.4,1.7,39,67.4,994,28.4,24.8,1
2016-07-12,3,4.6,2.1,46,65.5,992.3,26.3,22.1,0
2016-07-13,0,4.2,2.1,50,69,991.4,26.3,23.2,0
2016-07-14,0.1,3.8,2.1,40,66.9,991.7,27.5,24,0
2016-07-15,1.5,4.7,2.6,45,60,994.2,26.2,23.7,0
2016-07-16,46.5,5.7,3.5,81,92.8,990.1,20.8,19.8,0
2016-07-17,2.5,5.7,2.6,73,82.9,996.9,21.7,20.4,0
2016-07-18,0.2,3.7,1.5,56,75.1,1000.4,24.4,20.7,0
2016-07-19,0,3.3,1.5,37,65.5,1001.1,27.1,20.9,0
2016-07-20,0,3.5,1.9,46,62.5,1002.7,28.6,24,0
2016-07-21,0,3.6,2.2,48,61.3,1001,28.3,24.9,0
2016-07-22,0,4,2.2,46,64,999.6,29.1,25.3,1
2016-07-23,0.5,4,1.9,54,70.4,998.9,28.7,27.2,0
2016-07-24,0.5,3.4,2,66,77.9,1000.5,28,27,0
2016-07-25,0,4.2,1.9,59,75.3,1000.6,28.4,26.4,0
2016-07-26,0,5.2,2.6,53,69,997.6,28.4,25.6,0
2016-07-27,0.5,6.1,3.2,69,76.4,994.6,27.6,26.7,0
2016-07-28,0.2,5.1,2.8,47,70.6,996.1,28,26.7,0
2016-07-29,59.5,3.6,1.6,69,82.3,999,26.3,23.4,0
2016-07-30,0.5,3.8,2.1,46,73.5,1001.1,28.6,26.4,1
2016-07-31,0.2,6,1.6,47,72.1,1001.5,28.9,26.6,0
2016-08-01,0,4.7,1.6,50,72,1000.4,28.4,25.8,0
2016-08-02,2,6.3,1.2,48,72.5,999.3,27.2,25,0
2016-08-03,0,3.2,1.6,44,65.4,999.1,29.1,24,1
2016-08-04,0,3.4,1.6,35,59.6,999.6,30.7,26,1
2016-08-05,0,3.8,1.8,40,60.1,999.6,31.2,26.5,1
2016-08-06,0,4.3,1.7,49,64.8,998.1,30.5,26.6,1
2016-08-07,0,3.9,1.9,38,56,997.3,30.6,27,1
2016-08-08,0,4.3,1.8,44,63.1,997.5,30.5,26.4,1
2016-08-09,1,5,1.9,49,68.3,998.4,29.3,26.4,1
2016-08-10,0,4,1.9,39,66.3,999.9,29.4,26.1,1
2016-08-11,0,4.4,2,37,64.1,999.9,30.5,26.1,1
2016-08-12,0,4.1,2,43,68.3,997.8,30.4,26.4,1
2016-08-13,0,4.6,2.4,38,67.9,996.2,30.2,26.8,1
2016-08-14,0.2,4.9,1.9,58,74,994.8,28.9,27.3,0
2016-08-15,0,4.5,1.9,37,65.5,992.1,29.1,25.8,1
2016-08-16,0.5,5.5,1.6,34,64.9,991.6,29.3,26.2,1
2016-08-17,0,4.3,1.9,34,60.4,993.6,29.9,25.1,1
2016-08-18,0,3.3,1.6,41,61.9,995.6,29.9,26.2,1
2016-08-19,11.5,3.5,1.4,49,69.5,996.6,28.9,26.6,1
2016-08-20,0,3.6,1.7,33,59,996.4,30.1,26.5,1
2016-08-21,0,4.2,2.1,31,57.5,996.3,30.7,26.9,1
2016-08-22,0.4,4.5,2.1,37,58,996.1,30.7,25.8,1
2016-08-23,8,4.5,2.1,48,68.8,996.4,28.3,26,1
2016-08-24,0,3.5,1.8,43,59.1,996.9,29.1,26.4,0
2016-08-25,4.5,5.3,1.9,43,70.4,995.4,27.1,24,0
2016-08-26,20,7.3,3.6,33,57,999.1,23,19.5,0
2016-08-27,0,5.8,3.1,27,43.3,999.5,23.4,16.9,0
2016-08-28,1.5,5.7,2.6,45,62.5,995.8,21,18.3,0
2016-08-29,0,4.6,2,34,54.5,992.1,22.2,17.4,0
2016-08-30,0,5.8,3.3,43,60.4,982.4,20.6,17.9,0
2016-08-31,17.5,6.9,3.8,68,85.3,981,17.7,16.1,0
